time,Volume,Vol Snow,Vol Blue Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Local Runoff,Snowfall,Lake Level,Surface Area,Blue Ice Thickness,Snow Thickness,Snow Density,White Ice Thickness,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,Surface Wave Height,Surface Wave Length,Surface Wave Period,LakeNumber,Max dT/dz,CD,CHE,z/L
1996-01-11 24:00:00,3841329.689990,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -452.868705,    0.000000,    0.000000,    0.000000,   19.989914,366367.488737,    0.000000,    0.000000,    0.000000,    0.000000,    0.099704,    3.790923,    0.027530,    0.027530,   51.401676,  -35.776578,  -66.670452, -120.898753,   82.233330,    0.000000,    0.064538,    1.477098,    0.972658,  259.747685,    0.315950,    0.001300,    0.001300,    0.000000
1996-01-12 24:00:00,3841274.744374,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -403.139284,    0.000000,    0.000000,    0.000000,   19.989764,366364.901858,    0.000000,    0.000000,    0.000000,    0.000000,    0.099643,    3.788056,    0.057039,    0.057039,   45.989148,  -31.847758,  -51.615173,  -92.631577,  142.886989,    0.000000,    0.079112,    1.774821,    1.066185,  195.846962,    0.304198,    0.001300,    0.001300,    0.000000
1996-01-13 24:00:00,3841011.957510,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -281.796477,    0.000000,    0.000000,    0.000000,   19.989044,366352.529665,    0.000000,    0.000000,    0.000000,    0.000000,    0.099575,    3.788201,    0.043411,    0.043411,   51.692985,  -22.262630,  -33.666247, -100.063322,  110.005572,    0.000000,    0.081575,    1.824286,    1.080941,  186.448354,    0.332774,    0.001300,    0.001300,    0.000000
1996-01-14 24:00:00,3840730.147949,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -337.493345,    0.000000,    0.000000,    0.000000,   19.988273,366339.261870,    0.000000,    0.000000,    0.000000,    0.000000,    0.099501,    3.747240,    0.062313,    0.062313,   54.853479,  -26.663612,  -40.537556, -107.158990,  159.266254,    0.000000,    0.088370,    1.959602,    1.120313,  169.332058,    0.292548,    0.001300,    0.001300,    0.000000
1996-01-15 24:00:00,3840224.762687,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -579.937991,    0.000000,    0.000000,    0.000000,   19.986890,366315.467971,    0.000000,    0.000000,    0.000000,    0.000000,    0.099422,    3.717269,    0.050141,    0.050141,   58.179018,  -45.821143,  -88.764803, -128.980287,  126.317547,    0.000000,    0.083939,    1.871530,    1.094848,  184.809891,    0.292548,    0.001300,    0.001300,    0.000000
1996-01-16 24:00:00,3839839.644665,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -679.122071,    0.000000,    0.000000,    0.000000,   19.985836,366297.336339,    0.000000,    0.000000,    0.000000,    0.000000,    0.099337,    3.691552,    0.048766,    0.048766,   48.656791,  -53.660475, -103.939582, -101.825936,  113.035388,    0.000000,    0.098408,    2.156668,    1.175296,  141.205938,    0.299233,    0.001300,    0.001300,    0.000000
1996-01-17 24:00:00,3840032.817667,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -520.637133,    0.000000,    0.000000,    0.000000,   19.986365,366306.431062,    0.000000,    0.000000,    0.000000,    0.000000,    0.099246,    3.674899,    0.065964,    0.065964,   55.559857,  -41.136806,  -65.136640,  -84.041203,  161.193408,    0.000000,    0.106468,    2.312696,    1.217068,  123.914764,    0.299233,    0.001300,    0.001300,    0.000000
1996-01-18 24:00:00,3845015.090000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, 1129.134845, -563.797407,    0.000000,    0.000000,    0.000000,   20.000000,366541.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.099150,    3.666681,    0.085834,    0.085834,   46.076403,  -44.510421,  -67.450749,  -77.517667,   65.866828,    0.000000,    0.132939,    2.813317,    1.342347,  102.372039,    0.299233,    0.001300,    0.001300,    0.000000
1996-01-19 24:00:00,3845015.090000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, 6340.539745,-1182.875711,    0.000000,    0.000000,    0.000000,   20.000000,366541.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.099048,    3.661699,    0.351128,    0.351128,   53.898553,  -93.390543, -190.818961,  -99.720504,  201.677996,    0.000000,    0.196426,    3.956842,    1.591951,   71.354324,    0.299233,    0.001300,    0.001300,    0.000000
1996-01-20 24:00:00,3845015.090000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   53.858672,-1247.440964,    0.000000,    0.000000,    0.000000,   20.000000,366541.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.098940,    3.659078,    0.082523,    0.082523,   73.470771,  -98.492961, -261.096871, -164.836247,  162.431055,    0.000000,    0.131909,    2.794120,    1.337759,  134.848106,    0.392193,    0.001300,    0.001300,    0.000000
1996-01-21 24:00:00,3844351.024702,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -757.748226,    0.000000,    0.000000,    0.000000,   19.998183,366509.735332,    0.000000,    0.000000,    0.000000,    0.000000,    0.098826,    3.655540,    0.058164,    0.058164,   67.966889,  -59.837814, -151.082181, -141.820517,  175.449493,    0.000000,    0.082120,    1.835233,    1.084179,  299.805189,    0.299233,    0.001300,    0.001300,    0.000000
1996-01-22 24:00:00,3843773.308456,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -689.403582,    0.000000,    0.000000,    0.000000,   19.996602,366482.536039,    0.000000,    0.000000,    0.000000,    0.000000,    0.098707,    3.651077,    0.071672,    0.071672,   69.351411,  -54.444786, -100.757620, -105.586612,  169.930890,    0.000000,    0.102825,    2.242485,    1.198451,  204.775552,    0.337565,    0.001300,    0.001300,    0.000000
1996-01-23 24:00:00,3843193.183240,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -618.474467,    0.000000,    0.000000,    0.000000,   19.995014,366455.223329,    0.000000,    0.000000,    0.000000,    0.000000,    0.098583,    3.646148,    0.072197,    0.072197,   74.724916,  -48.847138, -107.169089, -142.282049,  203.343512,    0.000000,    0.077515,    1.742636,    1.056474,  324.254396,    0.337565,    0.001300,    0.001300,    0.000000
1996-01-24 24:00:00,3842493.583125,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -701.595553,    0.000000,    0.000000,    0.000000,   19.993099,366422.285656,    0.000000,    0.000000,    0.000000,    0.000000,    0.098453,    3.640898,    0.080190,    0.080190,   83.868193,  -55.416809, -133.748559, -169.182749,  216.383239,    0.000000,    0.072733,    1.645618,    1.026644,  352.939432,    0.356092,    0.001300,    0.001300,    0.000000
1996-01-25 24:00:00,3842194.184662,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -739.931457,    0.000000,    0.000000,    0.000000,   19.992280,366408.189763,    0.000000,    0.000000,    0.000000,    0.000000,    0.098317,    3.634746,    0.067881,    0.067881,   78.939756,  -58.447023, -146.293301, -163.049212,  179.233794,    0.000000,    0.075277,    1.697344,    1.042654,  324.110254,    0.393645,    0.001300,    0.001300,    0.000000
1996-01-26 24:00:00,3842327.122344,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -782.721374,    0.000000,    0.000000,    0.000000,   19.992644,366414.448564,    0.000000,    0.000000,    0.000000,    0.000000,    0.098176,    3.627692,    0.064711,    0.064711,   69.720332,  -61.826039, -152.962450, -150.678080,  171.233577,    0.000000,    0.081364,    1.820061,    1.079688,  280.357737,    0.379758,    0.001300,    0.001300,    0.000000
1996-01-27 24:00:00,3842290.949587,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1208.796969,    0.000000,    0.000000,    0.000000,   19.992545,366412.745525,    0.000000,    0.000000,    0.000000,    0.000000,    0.098030,    3.619622,    0.122499,    0.122499,   74.477147,  -95.475454, -194.187495, -123.734517,  204.415208,    0.000000,    0.166261,    3.421816,    1.480416,   94.847251,    0.237229,    0.001300,    0.001300,    0.000000
1996-01-28 24:00:00,3842396.075493,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1122.071819,    0.000000,    0.000000,    0.000000,   19.992832,366417.694928,    0.000000,    0.000000,    0.000000,    0.000000,    0.097878,    3.612995,    0.124464,    0.124464,   76.698570,  -88.626275, -183.552755, -125.785373,  182.962067,    0.000000,    0.150404,    3.134819,    1.416973,  121.007245,    0.291892,    0.001300,    0.001300,    0.000000
1996-01-29 24:00:00,3842361.844752,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1005.331017,    0.000000,    0.000000,    0.000000,   19.992739,366416.083320,    0.000000,    0.000000,    0.000000,    0.000000,    0.097721,    3.607843,    0.087713,    0.087713,   58.392116,  -79.407872, -168.621841, -119.215449,  112.250945,    0.000000,    0.128599,    2.732310,    1.322880,  161.323702,    0.271857,    0.001300,    0.001300,    0.000000
1996-01-30 24:00:00,3841535.859476,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1286.243092,    0.000000,    0.000000,    0.000000,   19.990478,366377.195343,    0.000000,    0.000000,    0.000000,    0.000000,    0.097559,    3.603328,    0.144401,    0.144401,   68.676298, -101.605725, -241.419926, -140.207606,  237.676440,    0.000000,    0.157954,    3.272007,    1.447647,  121.425121,    0.271857,    0.001300,    0.001300,    0.000000
1996-01-31 24:00:00,3840484.048733,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1072.880968,    0.000000,    0.000000,    0.000000,   19.987600,366327.675343,    0.000000,    0.000000,    0.000000,    0.000000,    0.097392,    3.603423,    0.083825,    0.083825,   88.212041,  -84.763781, -239.985077, -176.211754,  211.350735,    0.000000,    0.104585,    2.276428,    1.207487,  240.062658,    0.371822,    0.001300,    0.001300,    0.000000
1996-02-01 24:00:00,3839611.424697,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -874.799056,    0.000000,    0.000000,    0.000000,   19.985212,366286.591580,    0.000000,    0.000000,    0.000000,    0.000000,    0.097219,    3.616958,    0.061411,    0.061411,   76.570947,  -69.122924, -203.926330, -160.422004,  179.417512,    0.000000,    0.080500,    1.802697,    1.074526,  370.147681,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-02 24:00:00,3838542.278426,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1071.677941,    0.000000,    0.000000,    0.000000,   19.982286,366236.255411,    0.000000,    0.000000,    0.000000,    0.000000,    0.097042,    3.630132,    0.088847,    0.088847,   80.607003,  -84.691434, -269.065574, -170.026147,  233.910383,    0.000000,    0.097965,    2.148019,    1.172936,  264.763661,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-03 24:00:00,3837533.073185,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1011.459684,    0.000000,    0.000000,    0.000000,   19.979524,366188.741308,    0.000000,    0.000000,    0.000000,    0.000000,    0.096859,    3.644900,    0.076009,    0.076009,   85.678330,  -79.942495, -266.833992, -185.016835,  205.887411,    0.000000,    0.089230,    1.976563,    1.125151,  302.911798,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-04 24:00:00,3836779.536962,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -846.676374,    0.000000,    0.000000,    0.000000,   19.977461,366153.264284,    0.000000,    0.000000,    0.000000,    0.000000,    0.096671,    3.661133,    0.087341,    0.087341,   89.439586,  -66.925270, -209.518300, -181.509087,  255.308899,    0.000000,    0.075479,    1.701361,    1.043888,  395.406792,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-05 24:00:00,3835887.702025,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -985.164373,    0.000000,    0.000000,    0.000000,   19.975021,366111.276059,    0.000000,    0.000000,    0.000000,    0.000000,    0.096478,    3.678060,    0.095987,    0.095987,   99.845112,  -77.880027, -215.790065, -177.422253,  260.596190,    0.000000,    0.097080,    2.130715,    1.168203,  254.231318,    0.366640,    0.001300,    0.001300,    0.000000
1996-02-06 24:00:00,3834825.652848,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1118.968034,    0.000000,    0.000000,    0.000000,   19.972114,366061.274026,    0.000000,    0.000000,    0.000000,    0.000000,    0.096281,    3.690385,    0.112980,    0.112980,   88.706634,  -88.467818, -212.787865, -150.298430,  198.486456,    0.000000,    0.125624,    2.676410,    1.309278,  172.051690,    0.391393,    0.001300,    0.001300,    0.000000
1996-02-07 24:00:00,3834054.523637,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -864.004840,    0.000000,    0.000000,    0.000000,   19.970004,366024.968712,    0.000000,    0.000000,    0.000000,    0.000000,    0.096079,    3.699986,    0.106930,    0.106930,   84.733822,  -68.316915, -134.706220, -110.953285,  242.400401,    0.000000,    0.150833,    3.142389,    1.418683,  131.238132,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-08 24:00:00,3833744.281629,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -347.370840,    0.000000,    0.000000,    0.000000,   19.969155,366010.362297,    0.000000,    0.000000,    0.000000,    0.000000,    0.095871,    3.715073,    0.098939,    0.098939,   95.860589,  -27.468103,  -38.653038,  -98.653297,  257.612936,    0.000000,    0.112013,    2.418859,    1.244689,  218.970865,    0.404444,    0.001300,    0.001300,    0.000000
1996-02-09 24:00:00,3833581.236647,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -163.316926,    0.000000,    0.000000,    0.000000,   19.968708,366002.686023,    0.000000,    0.000000,    0.000000,    0.000000,    0.095660,    3.732112,    0.063020,    0.063020,   90.174330,  -12.914560,  -17.643133,  -92.292824,  213.651478,    0.000000,    0.056051,    1.299179,    0.912200,  677.756773,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-10 24:00:00,3834519.619031,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -139.778695,  183.011918,    0.000000,    0.000000,   19.971277,366046.865735,    0.000000,    0.000000,    0.000000,    0.000000,    0.095443,    3.744514,    0.054901,    0.054901,   71.601770,  -11.051939,  -13.267055,  -67.333242,  161.606337,    0.000000,    0.067139,    1.530817,    0.990187,  491.016630,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-11 24:00:00,3835501.339995,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -407.536275,  183.034489,    0.000000,    0.000000,   19.973963,366093.085859,    0.000000,    0.000000,    0.000000,    0.000000,    0.095222,    3.752557,    0.098554,    0.098554,   75.124535,  -32.217815,  -39.795149,  -67.750492,  234.687730,    0.000000,    0.137931,    2.905585,    1.364182,  154.958263,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-12 24:00:00,3835034.676012,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -851.925899,    0.000000,    0.000000,    0.000000,   19.972686,366071.114985,    0.000000,    0.000000,    0.000000,    0.000000,    0.094997,    3.765691,    0.115173,    0.115173,  100.772220,  -67.353829, -117.643712, -123.139423,  298.274425,    0.000000,    0.139879,    2.941547,    1.372598,  153.676234,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-13 24:00:00,3834582.360950,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -617.864002,    0.000000,    0.000000,    0.000000,   19.971448,366049.819669,    0.000000,    0.000000,    0.000000,    0.000000,    0.094767,    3.780653,    0.059397,    0.059397,   87.852534,  -48.851906,  -93.354980, -134.579912,  165.967404,    0.000000,    0.082635,    1.845407,    1.087180,  369.894901,    0.363768,    0.001300,    0.001300,    0.000000
1996-02-14 24:00:00,3834323.421579,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -497.326262,    0.000000,    0.000000,    0.000000,   19.970740,366037.628619,    0.000000,    0.000000,    0.000000,    0.000000,    0.094532,    3.787739,    0.037757,    0.037757,   50.770876,  -39.323912,  -66.699143,  -95.859240,  103.369064,    0.000000,    0.078350,    1.759365,    1.061533,  398.091495,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-15 24:00:00,3834389.480740,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -482.883468,    0.000000,    0.000000,    0.000000,   19.970920,366040.738731,    0.000000,    0.000000,    0.000000,    0.000000,    0.094293,    3.793037,    0.063287,    0.063287,   41.959305,  -38.181810,  -64.999783,  -92.207997,  120.714294,    0.000000,    0.075793,    1.707695,    1.045829,  426.101080,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-16 24:00:00,3834220.848875,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -626.473252,    0.000000,    0.000000,    0.000000,   19.970459,366032.799423,    0.000000,    0.000000,    0.000000,    0.000000,    0.094051,    3.806131,    0.108484,    0.108484,   79.407793,  -49.536027,  -98.081664, -130.754289,  306.456808,    0.000000,    0.081346,    1.819590,    1.079549,  376.579876,    0.420424,    0.001300,    0.001300,    0.000000
1996-02-17 24:00:00,3833709.211426,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -823.629266,    0.000000,    0.000000,    0.000000,   19.969059,366008.711167,    0.000000,    0.000000,    0.000000,    0.000000,    0.093803,    3.825550,    0.113453,    0.113453,  116.775738,  -65.127746, -130.857328, -142.783166,  321.160077,    0.000000,    0.104676,    2.278058,    1.207919,  242.269133,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-18 24:00:00,3833226.240484,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -739.963231,    0.000000,    0.000000,    0.000000,   19.967737,365985.972550,    0.000000,    0.000000,    0.000000,    0.000000,    0.093552,    3.845369,    0.107629,    0.107629,  113.378479,  -58.516255, -125.818514, -141.089289,  289.865155,    0.000000,    0.086188,    1.916208,    1.107839,  327.445087,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-19 24:00:00,3832720.294747,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -689.732394,    0.000000,    0.000000,    0.000000,   19.966352,365962.152263,    0.000000,    0.000000,    0.000000,    0.000000,    0.093297,    3.862446,    0.112296,    0.112296,  103.900076,  -54.547361, -111.920096, -124.732626,  272.203276,    0.000000,    0.094773,    2.085546,    1.155754,  278.038383,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-20 24:00:00,3832361.873331,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -541.944640,    0.000000,    0.000000,    0.000000,   19.965371,365945.277527,    0.000000,    0.000000,    0.000000,    0.000000,    0.093038,    3.878596,    0.143243,    0.143243,  110.244212,  -42.860922,  -61.109484, -104.197420,  327.163157,    0.000000,    0.127543,    2.712293,    1.318025,  172.300968,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-21 24:00:00,3831854.546340,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -508.072017,    0.000000,    0.000000,    0.000000,   19.963983,365921.392210,    0.000000,    0.000000,    0.000000,    0.000000,    0.092775,    3.900470,    0.139439,    0.139439,  124.975849,  -40.185074,  -68.867900, -140.424450,  354.386464,    0.000000,    0.092369,    2.038366,    1.142606,  292.294109,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-22 24:00:00,3831416.219795,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -457.239031,    0.000000,    0.000000,    0.000000,   19.962783,365900.755484,    0.000000,    0.000000,    0.000000,    0.000000,    0.092508,    3.924564,    0.105356,    0.105356,  128.944070,  -36.166913,  -67.499258, -153.748125,  351.053630,    0.000000,    0.065356,    1.493936,    0.978186,  484.876107,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-23 24:00:00,3831868.027947,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -370.856186,    0.000000,    0.000000,    0.000000,   19.964020,365922.026934,    0.000000,    0.000000,    0.000000,    0.000000,    0.092238,    3.939137,    0.068112,    0.068112,   91.603271,  -29.331820,  -48.203376, -100.931560,  149.761847,    0.000000,    0.088782,    1.967622,    1.122603,  291.066508,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-24 24:00:00,3832539.288846,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -297.480700,    0.000000,    0.000000,    0.000000,   19.965857,365953.630376,    0.000000,    0.000000,    0.000000,    0.000000,    0.091964,    3.951032,    0.185051,    0.185051,   93.198901,  -23.526487,  -26.085425,  -82.721966,  366.464668,    0.000000,    0.131978,    2.795072,    1.337987,  160.188236,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-25 24:00:00,3832300.776993,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -403.548211,    0.000000,    0.000000,    0.000000,   19.965204,365942.401068,    0.000000,    0.000000,    0.000000,    0.000000,    0.091686,    3.973599,    0.127605,    0.127605,  133.464946,  -31.914877,  -40.521073, -123.448861,  372.100087,    0.000000,    0.109000,    2.361181,    1.229759,  219.096279,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-26 24:00:00,3831798.375796,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -521.431739,    0.000000,    0.000000,    0.000000,   19.963829,365918.747661,    0.000000,    0.000000,    0.000000,    0.000000,    0.091405,    3.995661,    0.110158,    0.110158,  125.128419,  -41.241880,  -67.330650, -132.984575,  322.340690,    0.000000,    0.086293,    1.918266,    1.108434,  318.285534,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-27 24:00:00,3832817.016910,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -608.281520,    0.000000,    0.000000,    0.000000,   19.966617,365966.706012,    0.000000,    0.000000,    0.000000,    0.000000,    0.091120,    4.008400,    0.063591,    0.063591,   87.629096,  -48.105102,  -81.251556,  -93.665273,  164.503829,    0.000000,    0.104231,    2.269450,    1.205635,  228.547817,    0.294363,    0.001300,    0.001300,    0.000000
1996-02-28 24:00:00,3833884.315092,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -742.622466,    0.000000,    0.000000,    0.000000,   19.969538,366016.955172,    0.000000,    0.000000,    0.000000,    0.000000,    0.090833,    4.018381,    0.104498,    0.104498,   80.359781,  -58.721913, -105.994182,  -87.072064,  286.780081,    0.000000,    0.118062,    2.533873,    1.273937,  190.269957,    0.294363,    0.001300,    0.001300,    0.000000
